"1";"10";"117";"35";"1: 0.59 sec elapsed"
"2";"9";"129";"30";"2: 0.91 sec elapsed"
"3";"9";"129";"30";"3: 1.24 sec elapsed"
"4";"9";"129";"30";"4: 1.55 sec elapsed"
"5";"9";"129";"30";"5: 1.84 sec elapsed"
"6";"9";"129";"30";"6: 2.14 sec elapsed"
"7";"9";"129";"30";"7: 2.45 sec elapsed"
"8";"9";"129";"30";"8: 2.75 sec elapsed"
"9";"9";"129";"30";"9: 3.06 sec elapsed"
"10";"9";"129";"30";"10: 3.36 sec elapsed"
"20";"9";"129";"30";"20: 6.39 sec elapsed"
"30";"9";"129";"30";"30: 9.39 sec elapsed"
"40";"9";"129";"30";"40: 12.34 sec elapsed"
"50";"9";"129";"30";"50: 15.3 sec elapsed"
"60";"9";"129";"30";"60: 18.28 sec elapsed"
"70";"9";"129";"30";"70: 21.33 sec elapsed"
"80";"9";"129";"30";"80: 24.38 sec elapsed"
"90";"9";"129";"30";"90: 27.3 sec elapsed"
"100";"9";"129";"30";"100: 30.24 sec elapsed"
